Year,Quarter,FisheryCode,AssessmentArea,Catch,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150
2013,2,LS,3,3950,0,0,0,0,0,54,23,108,117,965,3640,7209,13773,17868,9321,2963,2741,1976,3180,1840,4871,22972,59333,97714,41012,8368,2748,1034,323,198,279,137,84,23,21,57,122,254,460,749,1096,1477,1880,2318,2778,3201,3618,4063,4512,4848,4893,4543,3843,2979,2126,1427,924,608,407,288,221,180,141,119,100,82,68,58,56,46,40,35,22,19,12,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,LS,5,51,0,0,0,0,0,0,0,0,0,3,26,63,102,135,121,131,155,131,235,266,245,304,411,645,451,330,306,212,214,211,162,130,41,31,23,23,23,12,3,3,4,8,12,14,15,22,24,26,28,33,36,36,33,27,25,17,14,12,8,4,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,LS,2,36925,0,0,0,0,0,0,0,0,0,82,3121,8333,10547,31887,94478,190934,458961,560394,900920,392550,109116,126831,85828,281553,285308,155102,282738,187858,224762,168991,125974,136069,31062,77850,27075,37412,25978,15652,18301,21511,26890,30960,31582,32217,31656,29827,27032,23807,20773,18156,15856,13861,12016,10265,8541,6943,5522,4356,3389,2648,2072,1617,1248,919,637,435,281,167,98,42,25,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,LS,3,20,0,0,0,0,0,0,0,0,0,0,0,0,70,36,211,913,1124,527,386,211,70,70,105,105,316,141,70,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,7,9,11,13,14,14,14,14,13,12,11,8,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,LS,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,4,LS,2,27308,0,0,0,0,0,0,0,22,258,261,1642,3183,19847,76843,69366,78928,154794,258090,1002163,478813,163641,82727,34407,134328,133573,35714,69831,32222,67614,94877,113996,126854,40140,81016,37669,34386,11808,11465,14584,18536,20896,22635,23931,24969,25413,24461,22778,20568,18405,16232,13918,11517,9073,6909,5017,3545,2561,1891,1359,1060,838,661,512,390,271,195,129,75,42,17,10,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,LS,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,4,LS,5,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,1,LS,2,28246,0,0,0,0,0,0,0,14,443,2854,4656,9856,6988,5513,6218,16390,48464,67531,158700,205218,321547,563041,543256,585415,211819,44967,12216,2947,1515,733,834,660,168,414,432,593,1426,2185,3615,5252,6967,8868,11136,13662,16105,17823,18795,19124,18875,17963,16307,14121,11617,9149,6901,5044,3681,2749,2078,1637,1276,1026,861,722,612,494,416,310,250,202,115,77,45,23,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,1,LS,3,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,6,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,1,LS,5,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,2,LS,2,9262,0,0,0,0,0,0,0,0,0,485,4676,16994,49935,85889,63229,30599,13392,12303,30823,25046,30024,48333,70014,118049,103195,92022,79843,54278,26318,8938,3237,1660,1474,769,450,257,575,971,1216,1685,2269,2624,3308,4075,4689,5071,5159,5042,4893,4753,4384,3927,3352,2688,2058,1625,1348,1067,1105,1085,1019,989,952,910,686,490,362,272,215,161,69,48,35,9,3,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,2,LS,3,157,0,0,0,0,0,0,0,0,0,0,0,1,3,5,3,2,1,1,2,1,1,3,4,8,6,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,3,LS,2,25247,0,0,0,0,0,0,0,0,0,46,1459,4535,9653,25692,36069,68733,242868,422563,731118,298962,65374,38555,27980,51258,42923,76042,123815,107931,100402,82649,77297,80496,15599,41322,12535,9387,5407,2556,2752,2582,2514,2370,2186,2040,1979,2077,2379,3080,4270,5898,8207,10382,11915,13013,12986,12377,11363,9482,7852,6386,5069,3777,3014,1868,1273,798,517,279,220,98,53,32,19,12,10,7,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,4,LS,2,22749,0,0,0,0,0,0,0,0,0,164,1556,4879,8409,34503,60096,82557,98894,95570,436430,466161,279089,141365,55830,54004,27849,14574,23120,9112,24783,40151,44654,47611,10143,38859,18794,29998,16872,15258,21026,25112,27596,27811,26471,23416,20629,17089,13583,9774,7343,5301,4318,3241,2493,2181,2014,1849,1830,1900,2058,1981,1657,1411,1133,837,690,467,292,204,139,77,42,24,11,2,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,4,LS,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,4,LS,5,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1,LS,2,13176,0,0,0,0,0,0,31,0,89,441,2623,7198,6274,9822,7618,7520,26324,57339,145276,128777,146409,159194,114310,143466,105494,97195,73235,26046,15929,8357,7008,4058,535,1737,608,774,1227,2097,2776,3549,4454,5057,5508,5805,5624,5025,4367,4036,3963,3850,3855,3295,2790,2044,1306,1160,655,521,616,487,507,372,344,245,200,157,113,86,69,54,30,20,65,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,LS,3,1244,0,0,0,0,0,0,0,0,3,19,108,443,268,432,340,333,1057,2146,5670,4967,7825,14334,12760,7181,3630,2975,2188,821,570,282,274,135,25,59,19,56,72,73,101,137,176,211,236,249,245,217,183,163,150,140,132,113,91,69,47,39,24,20,23,18,15,11,10,7,6,5,3,3,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,LS,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,LS,2,12599,0,0,0,0,0,0,0,0,29,170,1828,6282,22942,55387,40739,16706,9488,7312,15230,13338,17869,40993,59283,78725,51535,46591,47057,39922,37642,61338,68772,81507,31673,34134,8566,1736,513,649,771,1719,1513,2027,2369,2663,2822,2748,2554,2407,2437,2591,2773,2887,2809,2525,2163,1774,1404,1114,887,695,513,361,230,159,55,26,11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,LS,3,3334,0,0,0,0,0,0,0,0,81,0,1312,3972,7914,10164,4751,4466,8406,5850,7460,5962,19398,69546,92133,53966,18362,6048,2269,1252,789,2185,2946,2175,2186,2179,222,485,203,263,500,705,972,1447,1761,2230,2460,2531,2471,2325,2150,1805,1615,1421,1229,902,766,680,631,618,606,588,544,480,241,174,116,75,48,27,15,6,6,6,6,5,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,LS,2,22601,0,0,0,0,0,0,0,67,136,836,2989,8994,6918,7454,15807,54757,217297,463084,861691,368966,135896,68477,29678,36276,33907,26578,24325,33319,50817,67739,108951,95449,32181,78725,27181,27516,16989,10484,14646,16412,20087,22631,23504,23023,21354,18815,15595,12284,9363,6988,5155,3961,3144,2691,2294,2121,2007,1904,1742,1503,1201,910,665,470,314,226,175,139,88,68,52,32,19,13,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,LS,2,25037,0,0,0,0,0,0,50,0,0,223,2593,10657,19918,41558,47659,45967,65611,133674,553354,643920,598965,397977,158838,66444,31944,14894,7026,4495,3668,3596,6815,7089,3007,5585,2520,4216,5389,6638,9316,12557,15635,17507,17886,16530,14693,12417,10198,8375,6999,6261,5775,5575,5326,4873,4270,3521,2844,2226,1762,1198,899,709,491,367,238,162,104,61,34,17,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,LS,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,LS,5,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,LS,2,16387,0,0,0,0,0,0,0,97,876,1396,3409,6921,14103,23619,10996,29018,88891,90090,216779,110623,72048,106864,114301,164735,73137,58294,58696,25081,17919,8114,6459,3832,842,329,302,199,151,313,551,847,1147,1384,1522,1556,1536,1471,1416,1406,1450,1552,1677,1757,1751,1647,1463,1258,1076,922,870,783,753,640,564,341,266,151,115,69,43,30,26,8,8,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1,LS,3,6138,0,0,0,0,0,0,0,0,141,231,568,1134,4747,9157,4690,2307,5850,3452,26632,10127,13500,57011,97271,122623,33547,4762,1327,721,540,27,110,70,31,185,74,173,337,649,1206,1651,2216,2688,2962,3014,2887,2621,2327,2061,1851,1664,1473,1277,1081,891,712,558,435,337,283,233,210,171,146,84,67,35,27,16,12,6,6,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1,LS,5,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,LS,2,12055,0,0,0,0,0,0,0,17,108,287,967,6022,10802,15994,14218,18195,26462,22750,34337,17763,12936,16553,13791,36156,37497,39572,50423,21361,13476,10712,11851,9826,3197,5839,726,342,141,58,112,95,153,173,227,290,369,483,647,889,1242,1701,2242,2792,3204,3354,3215,2814,2286,1726,1223,821,526,329,201,116,66,39,22,12,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,2,LS,3,775,0,0,0,0,0,0,0,0,0,0,50,211,1288,2818,2152,3021,1860,717,1112,570,720,1463,3231,4547,2093,2767,2223,1261,94,78,9,9,1,9,0,3,9,25,53,98,151,201,237,252,250,227,197,170,159,160,159,153,140,119,97,75,59,44,32,23,15,10,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3,LS,2,34270,0,0,0,0,0,0,0,0,0,2492,3211,4630,6566,13270,17364,17839,47342,101847,277044,168675,77757,27909,10221,33964,31211,25074,42637,38212,43656,49336,49038,44238,18385,29215,8541,10830,7456,7430,5710,6395,7862,6381,7313,6568,6458,5732,5139,4535,3962,3455,3017,2675,2371,2064,1727,1397,1122,919,778,679,609,542,476,403,321,248,177,122,76,46,27,14,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3,LS,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3,LS,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4,LS,2,28710,0,0,0,0,0,0,0,0,0,0,356,3156,7830,41892,36284,34667,33501,48162,159512,134881,162242,116574,40376,26364,20252,3138,4351,1432,2866,8491,12631,12117,2384,8336,1620,3006,2784,3336,4298,5400,6399,7101,7349,7174,6692,5995,5274,4612,4055,3606,3228,2923,2635,2325,2013,1713,1460,1254,1094,971,869,783,694,590,483,378,280,198,131,83,46,25,13,7,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,4,LS,3,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4,LS,5,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,727,2074,4506,1512,1361,1561,210,151,87,0,32,0,0,110,210,116,0,311,0,1,2,6,10,15,21,27,31,33,32,30,25,20,16,13,11,9,8,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,LS,2,18460,0,0,0,0,0,0,0,0,0,128,823,2192,5517,9717,12233,23625,50524,63866,123812,58584,31494,45909,42669,45477,20232,18908,22955,14347,15154,11581,8709,5743,486,2160,121,297,274,558,1012,1601,2228,2759,3086,3184,3102,2865,2552,2239,1971,1757,1558,1354,1144,925,723,554,423,326,247,178,126,80,46,24,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,LS,3,5359,0,0,0,0,0,0,0,0,0,75,181,491,1022,2235,1872,3269,6958,10473,24284,11829,8069,19033,21333,23617,8557,4334,3910,2035,1934,1424,1346,856,102,510,20,56,62,128,235,384,547,692,791,830,819,760,676,595,526,467,409,348,288,225,173,126,92,70,50,38,27,19,12,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,LS,5,1222,0,0,0,0,0,0,0,0,0,0,0,0,161,2062,995,2037,2083,7226,13941,9649,5116,3238,2172,2316,1938,539,190,0,105,0,0,1,8,15,20,49,19,26,39,59,90,128,173,225,284,346,403,440,450,432,394,350,304,260,211,157,104,59,32,15,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2,LS,2,12875,0,0,0,0,0,0,135,0,100,579,6721,24234,25054,25662,19957,22556,28913,22697,37913,46243,87705,89098,44096,19747,11416,9923,11833,8363,10685,13335,16168,14364,7790,12354,2632,1778,1049,837,47,210,37,63,96,134,172,207,250,314,425,596,820,1085,1344,1558,1704,1760,1732,1611,1436,1236,1060,906,780,671,581,501,429,359,291,229,175,125,87,58,35,20,10,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2,LS,3,2081,0,0,0,0,0,0,0,0,0,0,0,78,489,1379,2121,1972,1480,1396,3475,2150,1345,3042,3773,12091,9887,8734,5802,585,493,326,98,22,0,22,9,38,10,5,22,24,41,63,86,107,120,124,122,120,121,134,156,179,191,184,165,138,113,89,71,56,45,36,28,20,14,9,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2,LS,5,263,0,0,0,0,0,0,1,0,1,2,66,235,222,314,247,238,241,186,491,434,647,651,353,266,184,162,159,76,102,143,160,155,85,161,27,15,7,6,1,2,1,1,2,2,3,3,3,4,5,7,9,10,13,14,15,15,14,13,12,10,9,7,6,5,4,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,3,LS,2,30694,0,0,0,0,0,0,0,0,28,642,1276,2872,4123,4775,5125,14785,41893,116013,153917,85307,37690,28412,31576,29109,33885,41590,42395,30807,23557,17707,12252,10274,8306,6180,3876,1411,946,912,885,946,994,978,916,850,800,773,760,755,748,738,715,671,633,629,657,700,725,702,635,535,423,310,213,133,78,37,19,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,3,LS,5,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
